630101;6301;Takisung
630102;6301;Jorong
630103;6301;Pelaihari
630104;6301;Kurau
630105;6301;Bati Bati
630106;6301;Panyipatan
630107;6301;Kintap
630108;6301;Tambang Ulang
630109;6301;Batu Ampar
630110;6301;Bajuin
630111;6301;Bumi Makmur
630201;6302;Pulau Sembilan
630202;6302;Pulau Laut Barat
630203;6302;Pulau Laut Selatan
630204;6302;Pulau Laut Timur
630205;6302;Pulau Sebuku
630206;6302;Pulau Laut Utara
630207;6302;Kelumpang Selatan
630208;6302;Kelumpang Hulu
630209;6302;Kelumpang Tengah
630210;6302;Kelumpang Utara
630211;6302;Pamukan Selatan
630212;6302;Sampanahan
630213;6302;Pamukan Utara
630214;6302;Hampang
630215;6302;Sungai Durian
630216;6302;Pulau Laut Tengah
630217;6302;Kelumpang Hilir
630218;6302;Kelumpang Barat
630219;6302;Pamukan Barat
630220;6302;Pulau Laut Kepulauan
630221;6302;Pulau Laut Tanjung Selayar
630301;6303;Aluh Aluh
630302;6303;Kertak Hanyar
630303;6303;Gambut
630304;6303;Sungai Tabuk
630305;6303;Martapura
630306;6303;Karang Intan
630307;6303;Astambul
630308;6303;Simpang Empat
630309;6303;Pengarom
630310;6303;Sungai Pinang
630311;6303;Aranio
630312;6303;Mataraman
630313;6303;Beruntung Baru
630314;6303;Martapura Barat
630315;6303;Martapura Timur
630316;6303;Sambung Makmur
630317;6303;Paramasan
630318;6303;Telaga Bauntung
630319;6303;Tatah Makmur
630320;6303;Cintapuri Darussalam
630401;6304;Tabunganen
630402;6304;Tamban
630403;6304;Anjir Pasar
630404;6304;Anjir Muara
630405;6304;Alalak
630406;6304;Mandastana
630407;6304;Rantau Badauh
630408;6304;Belawang
630409;6304;Cerbon
630410;6304;Bakumpai
630411;6304;Kuripan
630412;6304;Tabukan
630413;6304;Mekarsari
630414;6304;Barambai
630415;6304;Marabahan
630416;6304;Wanaraya
630417;6304;Jejangkit
630501;6305;Binuang
630502;6305;Tapin Selatan
630503;6305;Tapin Tengah
630504;6305;Tapin Utara
630505;6305;Candi Laras Selatan
630506;6305;Candi Laras Utara
630507;6305;Bakarangan
630508;6305;Piani
630509;6305;Bungur
630510;6305;Lokpaikat
630511;6305;Salam Babaris
630512;6305;Hatungun
630601;6306;Sungai Raya
630602;6306;Padang Batung
630603;6306;Telaga Langsat
630604;6306;Angkinang
630605;6306;Kandangan
630606;6306;Simpur
630607;6306;Daha Selatan
630608;6306;Daha Utara
630609;6306;Kalumpang
630610;6306;Loksado
630611;6306;Daha Barat
630701;6307;Haruyan
630702;6307;Batu Benawa
630703;6307;Labuan Amas Selatan
630704;6307;Labuan Amas Utara
630705;6307;Pandawan
630706;6307;Barabai
630707;6307;Batang Alai Selatan
630708;6307;Batang Alai Utara
630709;6307;Hantakan
630710;6307;Batang Alai Timur
630711;6307;Limpasu
630801;6308;Danau Panggang
630802;6308;Babirik
630803;6308;Sungai Pandan
630804;6308;Amuntai Selatan
630805;6308;Amuntai Tengah
630806;6308;Amuntai Utara
630807;6308;Banjang
630808;6308;Haur Gading
630809;6308;Paminggir
630810;6308;Sungai Tabukan
630901;6309;Banua Lawas
630902;6309;Kelua
630903;6309;Tanta
630904;6309;Tanjung
630905;6309;Haruai
630906;6309;Murung Pudak
630907;6309;Muara Uya
630908;6309;Muara Harus
630909;6309;Pugaan
630910;6309;Upau
630911;6309;Jaro
630912;6309;Bintang Ara
631001;6310;Batu Licin
631002;6310;Kusan Hilir
631003;6310;Sungai Loban
631004;6310;Satui
631005;6310;Kusan Hulu
631006;6310;Simpang Empat
631007;6310;Karang Bintang
631008;6310;Mantewe
631009;6310;Angsana
631010;6310;Kuranji
631101;6311;Juai
631102;6311;Halong
631103;6311;Awayan
631104;6311;Batu Mandi
631105;6311;Lampihong
631106;6311;Paringin
631107;6311;Paringin Selatan
631108;6311;Tebing Tinggi
637101;6371;Banjarmasin Selatan
637102;6371;Banjarmasin Timur
637103;6371;Banjarmasin Barat
637104;6371;Banjarmasin Utara
637105;6371;Banjarmasin Tengah
637202;6372;Landasan Ulin
637203;6372;Cempaka
637204;6372;Banjarbaru Utara
637205;6372;Banjarbaru Selatan
637206;6372;Liang Anggang
